,gwb_code_10,gwb_code_8,regio,gm_naam,recs,gwb_code,pst_mvp
3569,BU02330100,2330100,Speuld,Ermelo,Buurt,BU02330100,3852.0
3570,BU02330105,2330105,Verspreide huizen Staverden,Ermelo,Buurt,BU02330105,3852.0
3571,BU02330106,2330106,Verspreide huizen Houtdorp,Ermelo,Buurt,BU02330106,3852.0
3572,BU02330107,2330107,Verspreide huizen Leuvenum,Ermelo,Buurt,BU02330107,3852.0
3573,BU02330108,2330108,Verspreide huizen De Beek,Ermelo,Buurt,BU02330108,3852.0
3574,BU02330109,2330109,Verspreide huizen bosgebied,Ermelo,Buurt,BU02330109,3852.0
3575,GM0236,236,Geldermalsen,Geldermalsen,Gemeente,GM0236,
3576,WK023600,23600,Geldermalsen,Geldermalsen,Wijk,WK023600,
3577,BU02360000,2360000,Geldermalsen Centrum,Geldermalsen,Buurt,BU02360000,4191.0
3578,BU02360001,2360001,Geldermalsen Middengebied,Geldermalsen,Buurt,BU02360001,4191.0
3579,BU02360002,2360002,Geldermalsen West,Geldermalsen,Buurt,BU02360002,4191.0
3580,BU02360003,2360003,Geldermalsen Oost,Geldermalsen,Buurt,BU02360003,4191.0
3581,BU02360004,2360004,Geldermalsen Zuid,Geldermalsen,Buurt,BU02360004,4191.0
3582,BU02360005,2360005,Verspreide huizen Zuidzijde,Geldermalsen,Buurt,BU02360005,4191.0
3583,BU02360006,2360006,Verspreide huizen Westzijde,Geldermalsen,Buurt,BU02360006,4191.0
3584,BU02360007,2360007,Verspreide huizen Oostzijde,Geldermalsen,Buurt,BU02360007,4191.0
3585,BU02360008,2360008,Geldermalsen e.o.,Geldermalsen,Buurt,BU02360008,4191.0
3586,BU02360009,2360009,Buitengebied,Geldermalsen,Buurt,BU02360009,4191.0
3587,WK023601,23601,Deil,Geldermalsen,Wijk,WK023601,
3588,BU02360100,2360100,Deil,Geldermalsen,Buurt,BU02360100,4158.0
3589,BU02360101,2360101,Enspijk,Geldermalsen,Buurt,BU02360101,4157.0
3590,BU02360102,2360102,Rumpt,Geldermalsen,Buurt,BU02360102,4156.0
3591,BU02360103,2360103,Gellicum,Geldermalsen,Buurt,BU02360103,4155.0
3592,BU02360106,2360106,Gellicum e.o.,Geldermalsen,Buurt,BU02360106,4155.0
3593,BU02360107,2360107,Rumpt e.o.,Geldermalsen,Buurt,BU02360107,4156.0
3594,BU02360108,2360108,Enspijk e.o.,Geldermalsen,Buurt,BU02360108,4157.0
3595,BU02360109,2360109,Deil e.o.,Geldermalsen,Buurt,BU02360109,4158.0
3596,WK023602,23602,Beesd,Geldermalsen,Wijk,WK023602,
3597,BU02360200,2360200,Beesd West,Geldermalsen,Buurt,BU02360200,4153.0
3598,BU02360201,2360201,Beesd Oost,Geldermalsen,Buurt,BU02360201,4153.0
3599,BU02360202,2360202,Rhenoy,Geldermalsen,Buurt,BU02360202,4152.0
3600,BU02360203,2360203,Acquoy,Geldermalsen,Buurt,BU02360203,4151.0
3601,BU02360207,2360207,Aquoy e.o.,Geldermalsen,Buurt,BU02360207,4151.0
3602,BU02360208,2360208,Rhenoy e.o.,Geldermalsen,Buurt,BU02360208,4152.0
3603,BU02360209,2360209,Beesd e.o.,Geldermalsen,Buurt,BU02360209,4153.0
3604,WK023603,23603,Buurmalsen,Geldermalsen,Wijk,WK023603,
3605,BU02360300,2360300,Buurmalsen,Geldermalsen,Buurt,BU02360300,4197.0
3606,BU02360301,2360301,Tricht,Geldermalsen,Buurt,BU02360301,4196.0
3607,BU02360308,2360308,Tricht e.o.,Geldermalsen,Buurt,BU02360308,4196.0
3608,BU02360309,2360309,Buurmalsen e.o.,Geldermalsen,Buurt,BU02360309,4197.0
3609,WK023604,23604,Meteren,Geldermalsen,Wijk,WK023604,
3610,BU02360400,2360400,Meteren,Geldermalsen,Buurt,BU02360400,4194.0
3611,BU02360401,2360401,Meteren - Kalenberg,Geldermalsen,Buurt,BU02360401,4194.0
3612,BU02360402,2360402,Meteren - De Plantage,Geldermalsen,Buurt,BU02360402,4194.0
3613,BU02360403,2360403,Meteren e.o.,Geldermalsen,Buurt,BU02360403,4194.0
3614,GM0243,243,Harderwijk,Harderwijk,Gemeente,GM0243,
3615,WK024301,24301,Wijk 01 Binnenstad,Harderwijk,Wijk,WK024301,
3616,BU02430101,2430101,Binnenstad-Noord,Harderwijk,Buurt,BU02430101,3841.0
3617,BU02430102,2430102,Binnenstad-Zuid,Harderwijk,Buurt,BU02430102,3841.0
3618,WK024302,24302,Wijk 02 Waterstad,Harderwijk,Wijk,WK024302,
3619,BU02430201,2430201,De Eilanden,Harderwijk,Buurt,BU02430201,3846.0
3620,BU02430202,2430202,De Kades,Harderwijk,Buurt,BU02430202,3846.0
3621,BU02430203,2430203,Stadswerven,Harderwijk,Buurt,BU02430203,3846.0
3622,BU02430204,2430204,De Knar,Harderwijk,Buurt,BU02430204,3846.0
3623,WK024303,24303,Wijk 03 Zeebuurt,Harderwijk,Wijk,WK024303,
3624,BU02430301,2430301,Zeebuurt-Oost,Harderwijk,Buurt,BU02430301,3841.0
3625,BU02430302,2430302,Zeebuurt-west,Harderwijk,Buurt,BU02430302,3841.0
3626,WK024304,24304,Wijk 04 Friesegracht,Harderwijk,Wijk,WK024304,
3627,BU02430401,2430401,Friesegracht-Noord,Harderwijk,Buurt,BU02430401,3841.0
3628,BU02430402,2430402,Friesegracht-Zuid,Harderwijk,Buurt,BU02430402,3841.0
3629,WK024305,24305,Wijk 05 Stadsdennen,Harderwijk,Wijk,WK024305,
3630,BU02430501,2430501,Stadsdennen-Noord,Harderwijk,Buurt,BU02430501,3842.0
3631,BU02430502,2430502,Stadsdennen-Midden,Harderwijk,Buurt,BU02430502,3842.0
3632,BU02430503,2430503,Stadsdennen-Oost,Harderwijk,Buurt,BU02430503,3842.0
3633,BU02430504,2430504,Stadsdennen-Zuidwest,Harderwijk,Buurt,BU02430504,3842.0
3634,WK024306,24306,Wijk 06 De Sypel,Harderwijk,Wijk,WK024306,
3635,BU02430601,2430601,Sypel-Oost,Harderwijk,Buurt,BU02430601,3842.0
3636,BU02430602,2430602,Sypel-West,Harderwijk,Buurt,BU02430602,3842.0
3637,WK024307,24307,Wijk 07 Stationsomgeving,Harderwijk,Wijk,WK024307,
3638,BU02430701,2430701,nachthok,Harderwijk,Buurt,BU02430701,3844.0
3639,BU02430702,2430702,Weiburg,Harderwijk,Buurt,BU02430702,3844.0
3640,WK024308,24308,Wijk 08 Stadsweiden,Harderwijk,Wijk,WK024308,
3641,BU02430801,2430801,Kruithuis,Harderwijk,Buurt,BU02430801,3844.0
3642,BU02430802,2430802,Hanzewaard,Harderwijk,Buurt,BU02430802,3844.0
3643,BU02430803,2430803,Scheepswaard,Harderwijk,Buurt,BU02430803,3844.0
3644,BU02430804,2430804,Stedenwaard,Harderwijk,Buurt,BU02430804,3844.0
3645,BU02430805,2430805,Vogelwaard,Harderwijk,Buurt,BU02430805,3844.0
3646,BU02430806,2430806,Weidewaard,Harderwijk,Buurt,BU02430806,3844.0
3647,BU02430807,2430807,Drift,Harderwijk,Buurt,BU02430807,3844.0
3648,BU02430808,2430808,Stromenwaard,Harderwijk,Buurt,BU02430808,3844.0
3649,WK024309,24309,Wijk 09 Slingerbos,Harderwijk,Wijk,WK024309,
3650,BU02430901,2430901,Slingerbos-Noord,Harderwijk,Buurt,BU02430901,3844.0
3651,BU02430902,2430902,Slingerbos-Zuid,Harderwijk,Buurt,BU02430902,3844.0
3652,WK024310,24310,Wijk 10 Tweelingstad,Harderwijk,Wijk,WK024310,
3653,BU02431001,2431001,Veldkamp,Harderwijk,Buurt,BU02431001,3843.0
3654,BU02431002,2431002,Kranenburg,Harderwijk,Buurt,BU02431002,3843.0
3655,BU02431003,2431003,"Bedrijventerrein ""De Sypel""",Harderwijk,Buurt,BU02431003,3843.0
3656,BU02431004,2431004,Tinnegieter,Harderwijk,Buurt,BU02431004,3843.0
3657,BU02431005,2431005,De Wittenhagen-Noord,Harderwijk,Buurt,BU02431005,3843.0
3658,BU02431006,2431006,De Wittenhagen-Zuid,Harderwijk,Buurt,BU02431006,3843.0
3659,WK024311,24311,Wijk 11 Frankrijk,Harderwijk,Wijk,WK024311,
3660,BU02431101,2431101,Broekland,Harderwijk,Buurt,BU02431101,3848.0
3661,BU02431102,2431102,De Akker,Harderwijk,Buurt,BU02431102,3848.0
3662,BU02431103,2431103,Walstein,Harderwijk,Buurt,BU02431103,3848.0
3663,BU02431104,2431104,Overveld,Harderwijk,Buurt,BU02431104,3848.0
3664,WK024312,24312,Wijk 12 Drielanden,Harderwijk,Wijk,WK024312,
3665,BU02431201,2431201,Muziekland I,Harderwijk,Buurt,BU02431201,3845.0
3666,BU02431202,2431202,Muziekland II,Harderwijk,Buurt,BU02431202,3845.0
3667,BU02431203,2431203,Muziekland III,Harderwijk,Buurt,BU02431203,3845.0
3668,BU02431204,2431204,Muziekland IV,Harderwijk,Buurt,BU02431204,3845.0
3669,BU02431205,2431205,Drielanden-Centrum,Harderwijk,Buurt,BU02431205,3845.0
3670,BU02431206,2431206,Harderhout I,Harderwijk,Buurt,BU02431206,3845.0
3671,BU02431207,2431207,Harderhout II,Harderwijk,Buurt,BU02431207,3845.0
3672,BU02431208,2431208,De Burcht,Harderwijk,Buurt,BU02431208,3845.0
3673,BU02431209,2431209,De Gronden,Harderwijk,Buurt,BU02431209,3845.0
3674,BU02431210,2431210,Groerne Zoom,Harderwijk,Buurt,BU02431210,3845.0
3675,BU02431211,2431211,Tonsel,Harderwijk,Buurt,BU02431211,3845.0
3676,BU02431212,2431212,Weisteeg,Harderwijk,Buurt,BU02431212,3845.0
3677,WK024313,24313,Wijk 13 Industrieterrein Lorentz,Harderwijk,Wijk,WK024313,
3678,BU02431301,2431301,Lorentz I,Harderwijk,Buurt,BU02431301,3846.0
3679,BU02431302,2431302,Lorentz II,Harderwijk,Buurt,BU02431302,3846.0
3680,BU02431303,2431303,Lorentz III,Harderwijk,Buurt,BU02431303,3846.0
3681,WK024314,24314,Wijk 14 Buitengebied Harderwijk,Harderwijk,Wijk,WK024314,
3682,BU02431401,2431401,Strokel,Harderwijk,Buurt,BU02431401,3847.0
3683,BU02431402,2431402,Sonnevanck,Harderwijk,Buurt,BU02431402,3847.0
3684,BU02431403,2431403,Harderwijkerbos,Harderwijk,Buurt,BU02431403,3847.0
3685,WK024315,24315,Wijk 15 Hierden,Harderwijk,Wijk,WK024315,
3686,BU02431501,2431501,Hierden-Dorp,Harderwijk,Buurt,BU02431501,3849.0
3687,BU02431502,2431502,Hierden Glindweg,Harderwijk,Buurt,BU02431502,3849.0
3688,BU02431503,2431503,Hierden Mheenlanden,Harderwijk,Buurt,BU02431503,3849.0
3689,BU02431504,2431504,Hierden de Enk,Harderwijk,Buurt,BU02431504,3849.0
3690,BU02431505,2431505,Hierden De Duinen,Harderwijk,Buurt,BU02431505,3849.0
3691,BU02431506,2431506,Hierden De Biest,Harderwijk,Buurt,BU02431506,3849.0
3692,WK024316,24316,Wijk 16 Wolderwijd,Harderwijk,Wijk,WK024316,
3693,BU02431601,2431601,Woldenwijd-Noord,Harderwijk,Buurt,BU02431601,
3694,GM0244,244,Hattem,Hattem,Gemeente,GM0244,
3695,WK024400,24400,Wijk 00 Hattem,Hattem,Wijk,WK024400,
3696,BU02440000,2440000,Binnenstad,Hattem,Buurt,BU02440000,8051.0
3697,BU02440001,2440001,Zandkamp en omgeving,Hattem,Buurt,BU02440001,8051.0
3698,BU02440002,2440002,Ten oosten van Apeldoornseweg,Hattem,Buurt,BU02440002,8051.0
3699,BU02440003,2440003,Hogenkamp en omgeving,Hattem,Buurt,BU02440003,8051.0
3700,BU02440004,2440004,Villapark,Hattem,Buurt,BU02440004,8051.0
3701,BU02440005,2440005,De Hilst,Hattem,Buurt,BU02440005,8052.0
3702,BU02440008,2440008,Verspreide huizen bosgebied,Hattem,Buurt,BU02440008,8051.0
3703,BU02440009,2440009,Verspreide huizen Hoenwaard,Hattem,Buurt,BU02440009,8051.0
3704,WK024401,24401,Wijk 01 Polder Hattem en Molecaten,Hattem,Wijk,WK024401,
3705,BU02440108,2440108,Verspreide huizen Koeweg en Molecaten,Hattem,Buurt,BU02440108,8051.0
3706,BU02440109,2440109,Verspreide huizen Gelderse Dijk en omgeving,Hattem,Buurt,BU02440109,8051.0
3707,GM0246,246,Heerde,Heerde,Gemeente,GM0246,
3708,WK024600,24600,Wijk 00 Heerde,Heerde,Wijk,WK024600,
3709,BU02460000,2460000,Heerde,Heerde,Buurt,BU02460000,8181.0
3710,BU02460001,2460001,Veessen,Heerde,Buurt,BU02460001,8194.0
3711,BU02460002,2460002,Vorchten,Heerde,Buurt,BU02460002,8193.0
3712,BU02460003,2460003,Hoorn,Heerde,Buurt,BU02460003,8181.0
3713,BU02460004,2460004,Verspreide huizen Veessen,Heerde,Buurt,BU02460004,8194.0
3714,BU02460005,2460005,Verspreide huizen Heerde-Noord en Hoorn,Heerde,Buurt,BU02460005,8181.0
3715,BU02460006,2460006,Verspreide huizen Heerde-Zuid,Heerde,Buurt,BU02460006,8181.0
3716,BU02460007,2460007,Verspreide huizen Vorchten,Heerde,Buurt,BU02460007,8193.0
3717,BU02460008,2460008,Verspreide huizen Lage Land,Heerde,Buurt,BU02460008,8181.0
3718,BU02460009,2460009,Verspreide huizen bosgebied,Heerde,Buurt,BU02460009,8181.0
3719,WK024601,24601,Wijk 01 Wapenveld,Heerde,Wijk,WK024601,
3720,BU02460100,2460100,Wapenveld,Heerde,Buurt,BU02460100,8191.0
3721,BU02460106,2460106,Verspreide huizen Wapenveld-Noord,Heerde,Buurt,BU02460106,8191.0
3722,BU02460107,2460107,Verspreide huizen Wapenveld-Zuid,Heerde,Buurt,BU02460107,8191.0
3723,BU02460108,2460108,Verspreide huizen Lage Land,Heerde,Buurt,BU02460108,8191.0
3724,BU02460109,2460109,Verspreide huizen bosgebied,Heerde,Buurt,BU02460109,8191.0
3725,GM0252,252,Heumen,Heumen,Gemeente,GM0252,
3726,WK025200,25200,Wijk 00 Heumen,Heumen,Wijk,WK025200,
3727,BU02520000,2520000,Heumen,Heumen,Buurt,BU02520000,6582.0
3728,BU02520001,2520001,Malden-West,Heumen,Buurt,BU02520001,6581.0
3729,BU02520002,2520002,Malden-Oost,Heumen,Buurt,BU02520002,6581.0
3730,BU02520003,2520003,Broekkant en Droge,Heumen,Buurt,BU02520003,6581.0
3731,BU02520004,2520004,Molenhoek,Heumen,Buurt,BU02520004,6582.0
3732,BU02520005,2520005,Kluis,Heumen,Buurt,BU02520005,6581.0
3733,BU02520006,2520006,Verspreide huizen Malden,Heumen,Buurt,BU02520006,6581.0
3734,BU02520007,2520007,Verspreide huizen bosgebied ten oosten kanaal,Heumen,Buurt,BU02520007,6581.0
3735,BU02520008,2520008,Verspreide huizen Heumen,Heumen,Buurt,BU02520008,6582.0
3736,BU02520009,2520009,Verspreide huizen bosgebied ten westen kanaal,Heumen,Buurt,BU02520009,6582.0
3737,WK025201,25201,Wijk 01 Overasselt,Heumen,Wijk,WK025201,
3738,BU02520100,2520100,Overasselt,Heumen,Buurt,BU02520100,6611.0
3739,BU02520101,2520101,Nederasselt,Heumen,Buurt,BU02520101,6612.0
3740,BU02520103,2520103,Verspreide huizen Overasseltse Broek,Heumen,Buurt,BU02520103,6611.0
3741,BU02520104,2520104,Verspreide huizen Overasseltse Uiterwaarden,Heumen,Buurt,BU02520104,6611.0
3742,BU02520105,2520105,Verspreide huizen Valenberg en Heide,Heumen,Buurt,BU02520105,6611.0
3743,BU02520106,2520106,Verspreide huizen Nederasseltse Broek,Heumen,Buurt,BU02520106,6612.0
3744,BU02520107,2520107,Verspreide huizen Worsum,Heumen,Buurt,BU02520107,6611.0
3745,BU02520108,2520108,Verspreide huizen in de polder Balgoij en Einde,Heumen,Buurt,BU02520108,6612.0
3746,BU02520109,2520109,Verspreide huizen Nederasseltse Uiterwaarden,Heumen,Buurt,BU02520109,6612.0
3747,GM0262,262,Lochem,Lochem,Gemeente,GM0262,
3748,WK026200,26200,Wijk 00 Lochem kern,Lochem,Wijk,WK026200,
3749,BU02620000,2620000,Vesting,Lochem,Buurt,BU02620000,7241.0
3750,BU02620001,2620001,Zuiderenk,Lochem,Buurt,BU02620001,7242.0
3751,BU02620002,2620002,Lochem-Zuid,Lochem,Buurt,BU02620002,7241.0
3752,BU02620003,2620003,Lochem-Oost,Lochem,Buurt,BU02620003,7241.0
3753,BU02620004,2620004,Lochem-West,Lochem,Buurt,BU02620004,7242.0
3754,BU02620005,2620005,Lochem-Noord,Lochem,Buurt,BU02620005,7241.0
3755,BU02620006,2620006,Molengronden,Lochem,Buurt,BU02620006,7241.0
3756,WK026201,26201,Wijk 01 Lochem buitengebied,Lochem,Wijk,WK026201,
3757,BU02620100,2620100,Zwiep,Lochem,Buurt,BU02620100,7241.0
3758,BU02620106,2620106,Verspreide huizen Het Veen en Grote Veld,Lochem,Buurt,BU02620106,7241.0
3759,BU02620107,2620107,Verspreide huizen Klein Dochteren,Lochem,Buurt,BU02620107,7241.0
3760,BU02620108,2620108,Verspreide huizen Ampsen,Lochem,Buurt,BU02620108,7241.0
3761,BU02620109,2620109,"Verspreide huizen Nettelhorst, Langen en Zwiep",Lochem,Buurt,BU02620109,7241.0
3762,WK026202,26202,Wijk 02 Laren,Lochem,Wijk,WK026202,
3763,BU02620200,2620200,Laren,Lochem,Buurt,BU02620200,7245.0
3764,BU02620201,2620201,Exel,Lochem,Buurt,BU02620201,7245.0
3765,BU02620205,2620205,Verspreide huizen Groot Dochteren,Lochem,Buurt,BU02620205,7245.0
3766,BU02620206,2620206,Verspreide huizen Oolde,Lochem,Buurt,BU02620206,7245.0
3767,BU02620207,2620207,Verspreide huizen Verwolde,Lochem,Buurt,BU02620207,7245.0
3768,BU02620208,2620208,Verspreide huizen Exel,Lochem,Buurt,BU02620208,7245.0
3769,BU02620209,2620209,Exel Tol,Lochem,Buurt,BU02620209,7245.0
3770,WK026203,26203,Wijk 03 Barchem,Lochem,Wijk,WK026203,
3771,BU02620300,2620300,Barchem,Lochem,Buurt,BU02620300,7244.0
3772,BU02620307,2620307,Verspreide huizen Lochemseweg,Lochem,Buurt,BU02620307,7244.0
3773,BU02620308,2620308,Verspreide huizen Zwarte Veen en Barchemse Enk,Lochem,Buurt,BU02620308,7244.0
3774,BU02620309,2620309,Verspreide huizen Boschheurne en Zwiepsche Broek,Lochem,Buurt,BU02620309,7244.0
3775,WK026204,26204,Wijk 04 Gorssel,Lochem,Wijk,WK026204,
3776,BU02620400,2620400,Gorssel,Lochem,Buurt,BU02620400,7213.0
3777,BU02620401,2620401,Eefde,Lochem,Buurt,BU02620401,7211.0
3778,BU02620402,2620402,Epse,Lochem,Buurt,BU02620402,7214.0
3779,BU02620406,2620406,Verspreide huizen Joppe,Lochem,Buurt,BU02620406,7215.0
3780,BU02620407,2620407,Verspreide huizen Gorssel,Lochem,Buurt,BU02620407,7213.0
3781,BU02620408,2620408,Verspreide huizen Epse,Lochem,Buurt,BU02620408,7214.0
3782,BU02620409,2620409,Verspreide huizen Eefde,Lochem,Buurt,BU02620409,7211.0
3783,WK026205,26205,Wijk 01 Almen-Harfsen,Lochem,Wijk,WK026205,
3784,BU02620500,2620500,Almen,Lochem,Buurt,BU02620500,7218.0
3785,BU02620501,2620501,Harfsen,Lochem,Buurt,BU02620501,7217.0
3786,BU02620506,2620506,Verspreide huizen Almen ten zuiden van Twentekanaal,Lochem,Buurt,BU02620506,7218.0
3787,BU02620507,2620507,Verspreide huizen Almen ten noorden van Twentekanaal,Lochem,Buurt,BU02620507,7218.0
3788,BU02620508,2620508,Verspreide huizen Harfsen,Lochem,Buurt,BU02620508,7217.0
3789,BU02620509,2620509,Verspreide huizen Kring van Dorth,Lochem,Buurt,BU02620509,7216.0
3790,GM0263,263,Maasdriel,Maasdriel,Gemeente,GM0263,
3791,WK026300,26300,Wijk 00 Kerkdriel,Maasdriel,Wijk,WK026300,
3792,BU02630000,2630000,Kerkdriel,Maasdriel,Buurt,BU02630000,5331.0
3793,BU02630001,2630001,Velddriel,Maasdriel,Buurt,BU02630001,5334.0
3794,BU02630002,2630002,Hoenzadriel,Maasdriel,Buurt,BU02630002,5333.0
3795,BU02630003,2630003,Alem,Maasdriel,Buurt,BU02630003,5335.0
3796,BU02630006,2630006,Verspreide huizen Noord Beemden,Maasdriel,Buurt,BU02630006,5334.0
3797,BU02630007,2630007,"Verspreide huizen Kerkdriel, Berm en Hoorzik",Maasdriel,Buurt,BU02630007,5331.0
3798,BU02630008,2630008,"Verspreide huizen Velddriel, Vlierd en Beemden",Maasdriel,Buurt,BU02630008,5334.0
3799,BU02630009,2630009,Verspreide huizen Maasdijk en Uiterwaarden,Maasdriel,Buurt,BU02630009,5331.0
3800,BU02630010,2630010,Verspreide huizen Alem,Maasdriel,Buurt,BU02630010,5335.0
3801,WK026301,26301,Wijk 01 Ammerzoden,Maasdriel,Wijk,WK026301,
3802,BU02630100,2630100,Ammerzoden,Maasdriel,Buurt,BU02630100,5324.0
3803,BU02630101,2630101,Well,Maasdriel,Buurt,BU02630101,5325.0
3804,BU02630102,2630102,Wellseind-Slijkwell,Maasdriel,Buurt,BU02630102,5325.0
3805,BU02630108,2630108,Verspreide huizen Het Heust,Maasdriel,Buurt,BU02630108,5325.0
3806,BU02630109,2630109,Verspreide huizen Uilecoten,Maasdriel,Buurt,BU02630109,5324.0
3807,WK026302,26302,Wijk 02 Hedel,Maasdriel,Wijk,WK026302,
3808,BU02630200,2630200,Hedel,Maasdriel,Buurt,BU02630200,5321.0
3809,BU02630208,2630208,Verspreide huizen in het bouwgebied,Maasdriel,Buurt,BU02630208,5321.0
3810,BU02630209,2630209,Verspreide huizen in de polder Hedel,Maasdriel,Buurt,BU02630209,5321.0
3811,WK026303,26303,Wijk 03 Heerewaarden,Maasdriel,Wijk,WK026303,
3812,BU02630300,2630300,Heerewaarden,Maasdriel,Buurt,BU02630300,6624.0
3813,BU02630301,2630301,"Huizendijk, Voorne, De Kop en Veluwe",Maasdriel,Buurt,BU02630301,6624.0
3814,BU02630309,2630309,Verspreide huizen Heerewaarden,Maasdriel,Buurt,BU02630309,6624.0
3815,WK026304,26304,Wijk 04 Rossum,Maasdriel,Wijk,WK026304,
3816,BU02630400,2630400,Rossum,Maasdriel,Buurt,BU02630400,5328.0
3817,BU02630401,2630401,Hurwenen,Maasdriel,Buurt,BU02630401,5327.0
3818,BU02630408,2630408,Verspreide huizen Hurwenen en Rossum,Maasdriel,Buurt,BU02630408,5328.0
3819,BU02630409,2630409,Overige verspreide huizen,Maasdriel,Buurt,BU02630409,5328.0
3820,GM0267,267,Nijkerk,Nijkerk,Gemeente,GM0267,
3821,WK026701,26701,Nijkerk-stad,Nijkerk,Wijk,WK026701,
3822,BU02670101,2670101,Industriegebied,Nijkerk,Buurt,BU02670101,3861.0
3823,BU02670102,2670102,Groot Corlaer,Nijkerk,Buurt,BU02670102,3863.0
3824,BU02670103,2670103,Corlaer,Nijkerk,Buurt,BU02670103,3863.0
3825,BU02670104,2670104,Nautena-zuid/Schulpkamp,Nijkerk,Buurt,BU02670104,3861.0
3826,BU02670105,2670105,Nautena-noord/Havenstraat,Nijkerk,Buurt,BU02670105,3861.0
3827,BU02670106,2670106,Centrum,Nijkerk,Buurt,BU02670106,3861.0
3828,BU02670107,2670107,Bruins Slotlaan/Campenbuurt,Nijkerk,Buurt,BU02670107,3861.0
3829,BU02670108,2670108,Zilverschoon/Oranjebuurt,Nijkerk,Buurt,BU02670108,3862.0
3830,BU02670109,2670109,Coltoflaan/van Oldenbarneveldstraat,Nijkerk,Buurt,BU02670109,3862.0
3831,BU02670110,2670110,Luxool,Nijkerk,Buurt,BU02670110,3862.0
3832,BU02670111,2670111,Paasbos-west,Nijkerk,Buurt,BU02670111,3862.0
3833,BU02670112,2670112,Paasbos-oost,Nijkerk,Buurt,BU02670112,3862.0
3834,BU02670113,2670113,Strijland-west,Nijkerk,Buurt,BU02670113,3862.0
3835,BU02670114,2670114,Strijland-oost,Nijkerk,Buurt,BU02670114,3862.0
3836,BU02670115,2670115,Spoorkamp/De Terrassen,Nijkerk,Buurt,BU02670115,3863.0
3837,BU02670116,2670116,De Flier/Arkerpoort,Nijkerk,Buurt,BU02670116,3861.0
3838,BU02670117,2670117,De Bogen,Nijkerk,Buurt,BU02670117,3863.0
3839,BU02670118,2670118,Doornsteeg,Nijkerk,Buurt,BU02670118,3861.0
3840,WK026702,26702,"Appel, Driedorp, Kruishaar, Prinsenkamp en Slichtenhorst",Nijkerk,Wijk,WK026702,
3841,BU02670201,2670201,Kruishaar,Nijkerk,Buurt,BU02670201,3862.0
3842,BU02670202,2670202,Slichtenhorst,Nijkerk,Buurt,BU02670202,3862.0
3843,BU02670203,2670203,Appel/'t Woud,Nijkerk,Buurt,BU02670203,3862.0
3844,BU02670204,2670204,Prinsenkamp,Nijkerk,Buurt,BU02670204,3862.0
3845,WK026703,26703,Nijkerkerveen en Holkerveen,Nijkerk,Wijk,WK026703,
3846,BU02670300,2670300,Nijkerkerveen-Noord,Nijkerk,Buurt,BU02670300,3864.0
3847,BU02670301,2670301,Nijkerkerveen-Zuid,Nijkerk,Buurt,BU02670301,3864.0
3848,BU02670302,2670302,Holkerveen,Nijkerk,Buurt,BU02670302,3864.0
3849,WK026704,26704,"Arkemheen, Achterhoek, De Veenhuis",Nijkerk,Wijk,WK026704,
3850,BU02670401,2670401,Arkemheen,Nijkerk,Buurt,BU02670401,3861.0
3851,BU02670402,2670402,De Veenhuis/Achterhoek,Nijkerk,Buurt,BU02670402,3861.0
3852,WK026705,26705,Hoevelaken,Nijkerk,Wijk,WK026705,
3853,BU02670500,2670500,Hoevelaken-Stoutenburgerlaan-Oost,Nijkerk,Buurt,BU02670500,3871.0
3854,BU02670501,2670501,Hoevelaken-Oranjebuurt-Horstbeek,Nijkerk,Buurt,BU02670501,3871.0
3855,BU02670502,2670502,Hoevelaken-Overhorst,Nijkerk,Buurt,BU02670502,3871.0
3856,BU02670503,2670503,Hoevelaken-Kleinhoven,Nijkerk,Buurt,BU02670503,3871.0
3857,BU02670504,2670504,Hoevelaken-Hogenbrink,Nijkerk,Buurt,BU02670504,3871.0
3858,BU02670505,2670505,Hoevelaken-Middelaar,Nijkerk,Buurt,BU02670505,3871.0
3859,GM0268,268,Nijmegen,Nijmegen,Gemeente,GM0268,
3860,WK026801,26801,Wijk 01 Nijmegen-Centrum,Nijmegen,Wijk,WK026801,
3861,BU02680100,2680100,Benedenstad,Nijmegen,Buurt,BU02680100,6511.0
3862,BU02680101,2680101,Stadscentrum,Nijmegen,Buurt,BU02680101,6511.0
3863,WK026802,26802,Wijk 02 Nijmegen-Oost,Nijmegen,Wijk,WK026802,
3864,BU02680202,2680202,Bottendaal,Nijmegen,Buurt,BU02680202,6512.0
3865,BU02680203,2680203,Galgenveld,Nijmegen,Buurt,BU02680203,6524.0
3866,BU02680204,2680204,Altrade,Nijmegen,Buurt,BU02680204,6521.0
3867,BU02680205,2680205,Hunnerberg,Nijmegen,Buurt,BU02680205,6522.0
3868,BU02680206,2680206,Hengstdal,Nijmegen,Buurt,BU02680206,6523.0
3869,BU02680207,2680207,Kwakkenberg,Nijmegen,Buurt,BU02680207,6523.0
3870,BU02680208,2680208,Groenewoud,Nijmegen,Buurt,BU02680208,6525.0
3871,BU02680209,2680209,Ooyse Schependom,Nijmegen,Buurt,BU02680209,6522.0
3872,WK026803,26803,Wijk 03 Nijmegen-Oud-West,Nijmegen,Wijk,WK026803,
3873,BU02680320,2680320,Biezen,Nijmegen,Buurt,BU02680320,6541.0
3874,BU02680321,2680321,Wolfskuil,Nijmegen,Buurt,BU02680321,6542.0
